Identificador,FK_Evaluacion_Evaluacion,FK_Alumnos_Apellidos_Nombre,FK_Modulos_Nombre,FK_Notas_Nota,Nota Real
143624,5,4651,2362,14,13
143625,6,4651,2362,14,13
143626,3,10603,3161,9,8
143627,4,10603,3161,9,8
143628,4,10989,3161,9,8
143629,5,10865,3375,14,13
143630,4,10632,3161,10,9
143631,3,10575,3161,8,7
143632,4,10575,3161,8,7
143633,4,10680,3275,4,3
143635,6,4346,2862,7,6
143636,6,4336,2862,6,5
143638,6,3376,2862,6,5
143639,6,4333,2862,6,5
143640,6,3386,2862,6,5
143641,5,10739,3376,20,19
143642,5,10739,3379,10,9
143643,5,10360,3376,20,19
143644,5,10360,3379,11,10
143645,5,10809,3376,20,19
143646,5,10809,3379,10,9
143647,5,10816,3376,20,19
143648,5,10816,3379,10,9
143649,5,10355,3376,20,19
143650,5,10355,3379,11,10
143651,5,1739,3376,20,19
143652,5,1739,3379,10,9
143653,5,10819,3376,20,19
143654,5,10819,3379,9,8
143655,5,10822,3376,20,19
143656,5,10822,3379,11,10
143657,5,10724,3377,20,19
143658,5,10724,3378,9,8
143659,5,10374,3377,20,19
143660,5,10374,3378,7,6
143661,5,10733,3377,20,19
143662,5,10733,3378,10,9
143663,5,10449,3377,20,19
143664,5,10449,3378,10,9
143665,5,10727,3377,20,19
143666,5,10727,3378,10,9
143667,5,10867,3377,20,19
143668,5,10867,3378,10,9
143669,5,1750,3377,20,19
143670,5,1750,3378,8,7
143671,5,10732,3378,11,10
143672,4,10832,3381,9,8
143673,4,10351,3381,9,8
143674,4,10833,3381,9,8
143675,4,10834,3381,9,8
143676,4,10835,3381,9,8
143677,4,10403,3381,10,9
143678,4,10377,3381,9,8
143679,4,10837,3381,9,8
143680,4,10838,3381,10,9
143681,4,10381,3381,10,9
143682,4,10382,3381,10,9
143683,4,10840,3381,8,7
143684,4,10841,3381,8,7
143685,4,10741,3381,10,9
143686,4,10363,3381,9,8
143687,4,10842,3381,9,8
143688,4,10843,3381,7,6
143689,4,10367,3381,9,8
143690,4,10659,3381,8,7
143693,4,4103,2409,9,8
143694,4,4103,2655,20,19
143695,4,3406,2409,8,7
143696,4,3587,2409,9,8
143697,4,3406,2655,20,19
143698,4,3587,2655,20,19
143699,4,3118,2409,6,5
143700,4,1551,2409,14,13
143701,4,1551,2655,14,13
143702,4,1875,2409,14,13
143703,4,1875,2655,14,13
143704,6,1875,2402,14,13
143705,2,1875,2402,14,13
143706,4,1875,2402,14,13
143707,5,1875,2402,14,13
143708,2,4504,2402,14,13
143709,4,4504,2402,14,13
143710,5,4504,2402,14,13
143711,6,4504,2402,14,13
143712,1,4504,2404,14,13
143713,2,4504,2404,14,13
143714,4,4504,2404,14,13
143715,5,4504,2404,14,13
143716,6,4504,2404,14,13
143717,5,4504,2406,14,13
143718,6,4504,2406,14,13
143719,1,4504,2408,14,13
143720,2,4504,2408,14,13
143721,4,4504,2408,14,13
143722,5,4504,2408,14,13
143723,6,4504,2408,14,13
143724,5,2645,2402,14,13
143725,6,2645,2402,14,13
143726,5,2645,2404,14,13
143727,6,2645,2404,14,13
143728,5,2645,2405,14,13
143729,6,2645,2405,14,13
143730,5,2645,2406,14,13
143731,6,2645,2406,14,13
143732,5,2645,2408,14,13
143733,6,2645,2408,14,13
143734,5,10784,3375,20,19
143735,5,10847,3375,20,19
143736,5,10358,3375,20,19
143737,5,10135,3375,20,19
143738,5,10851,3375,20,19
143739,5,10365,3375,20,19
143741,5,10853,3375,20,19
143742,5,10853,3380,9,8
143743,4,3310,2655,13,12
143744,4,4515,2655,20,19
143745,4,3688,2655,14,13
143746,4,4417,2655,14,13
143747,4,4034,2655,14,13
143748,4,4207,2655,13,12
143749,4,4821,2655,20,19
143750,4,4210,2655,20,19
143751,4,2987,2655,14,13
143752,4,4503,2655,14,13
143753,4,3007,2655,20,19
143754,4,4208,2655,20,19
143755,4,4316,2655,20,19
143756,4,1548,2655,20,19
143757,4,11174,2655,20,19
143758,4,11486,2655,20,19
143759,4,3991,2655,20,19
143760,4,4140,2655,20,19
143761,4,3920,2655,20,19
143762,4,11175,2655,20,19
143763,4,4524,2655,20,19
143764,4,4420,2655,20,19
143765,4,11172,2655,13,12
143766,4,3311,2655,13,12
143767,4,4377,2655,13,12
143768,4,11347,2655,13,12
143769,4,1941,2655,13,12
143770,4,4205,2655,20,19
143771,4,3654,2655,13,12
143772,4,4279,2655,20,19
143773,4,4024,2655,20,19
143774,4,4461,2655,20,19
143775,4,11322,2655,20,19
143776,4,2158,2655,20,19
143777,4,4713,2655,20,19
143778,4,1808,2655,20,19
143779,4,3839,2655,20,19
143780,4,3988,2655,20,19
143781,4,4475,2655,20,19
143782,4,4378,2655,14,13
143783,4,4139,2655,20,19
143784,4,2352,2655,20,19
143785,4,2219,2655,20,19
143786,4,2000,2655,13,12
143788,4,4034,2409,14,13
143789,4,3688,2409,14,13
143790,4,4417,2409,14,13
143791,4,2987,2409,14,13
143792,4,4503,2409,14,13
143793,4,3920,2409,14,13
143794,4,3839,2409,14,13
143795,4,4378,2409,14,13
143796,4,2352,2409,7,6
143797,4,4139,2409,9,8
143798,4,4475,2409,8,7
143799,4,3988,2409,10,9
143800,4,1808,2409,7,6
143801,4,4713,2409,8,7
143802,4,2158,2409,11,10
143803,4,11322,2409,9,8
143804,4,4461,2409,9,8
143805,4,4024,2409,9,8
143806,4,4279,2409,7,6
143807,4,3654,2409,9,8
143808,4,4205,2409,8,7
143809,4,11172,2409,9,8
143810,4,4420,2409,10,9
143811,4,4524,2409,7,6
143812,4,11175,2409,6,5
143813,4,4140,2409,8,7
143814,4,1941,2409,9,8
143815,4,3991,2409,10,9
143816,4,11486,2409,6,5
143817,4,11347,2409,9,8
143818,4,11174,2409,7,6
143819,4,1548,2409,9,8
143820,4,4316,2409,9,8
143821,4,4208,2409,9,8
143822,4,3007,2409,9,8
143823,4,4210,2409,6,5
143824,4,4821,2409,8,7
143825,4,4207,2409,10,9
143826,4,4496,2409,8,7
143827,4,4141,2409,6,5
143828,4,4209,2409,8,7
143829,4,11289,2409,9,8
143830,4,4377,2409,8,7
143831,4,4515,2409,8,7
143832,4,4077,2409,11,10
143833,4,3310,2409,10,9
143834,4,11324,2409,9,8
143835,4,3311,2409,10,9
143836,4,1876,2409,9,8
143837,4,2219,2409,9,8
143839,3,10933,3214,9,8
143840,4,10933,3214,9,8
143841,3,11340,3214,9,8
143842,4,11340,3214,9,8
143843,3,10576,3214,9,8
143844,4,10576,3214,9,8
143845,3,10942,3214,11,10
143846,4,10942,3214,11,10
143847,3,10589,3214,9,8
143848,4,10589,3214,9,8
143849,3,11100,3214,11,10
143850,4,11100,3214,10,9
143851,3,10951,3214,8,7
143852,4,10951,3214,8,7
143853,3,10577,3213,8,7
143854,4,10577,3213,8,7
143855,3,10898,3214,8,7
143856,3,10934,3213,9,8
143857,4,10934,3213,9,8
143858,3,10959,3214,8,7
143859,4,10959,3214,7,6
143860,3,10950,3213,9,8
143861,4,10950,3213,9,8
143862,3,11387,3213,9,8
143863,4,11387,3213,10,9
143864,3,10976,3213,8,7
143865,4,10976,3213,8,7
143866,3,10929,3212,8,7
143867,4,10929,3212,8,7
143868,3,10981,3213,9,8
143869,4,10981,3213,10,9
143870,3,10981,3214,10,9
143871,4,10981,3214,11,10
143872,3,10950,3214,9,8
143873,4,10950,3214,9,8
143874,3,10929,3214,7,6
143875,4,10929,3214,7,6
143876,3,11429,3214,10,9
143877,4,11429,3214,9,8
143878,3,10927,3214,9,8
143879,4,10927,3214,7,6
143880,3,11428,3214,10,9
143881,4,11428,3214,9,8
143882,3,11477,3233,10,9
143883,4,11477,3233,9,8
143884,3,11111,3233,10,9
143885,4,11111,3233,10,9
143886,4,11117,3233,8,7
143887,3,11121,3233,10,9
143888,4,11121,3233,10,9
143912,5,10784,3380,10,9
143913,5,10847,3380,10,9
143914,5,10358,3380,8,7
143915,5,10135,3380,8,7
143916,5,10851,3380,10,9
143917,5,10858,3380,8,7
143919,5,10365,3380,8,7
143921,6,10135,3375,20,19
143922,6,11180,2594,14,13
143924,6,11222,2590,6,5
143925,6,11222,2591,6,5
143926,6,11222,2592,5,4
143927,6,11222,2594,5,4
143928,6,11182,2591,14,13
143929,6,11181,2590,14,13
143930,6,11181,2591,14,13
143931,6,11181,2592,14,13
143932,6,11181,2593,14,13
143933,6,11181,2629,14,13
143934,6,11415,2606,6,5
143935,6,11243,2602,7,6
143936,6,11243,2603,8,7
143937,6,11500,2602,3,2
143938,6,11500,2606,4,3
143939,6,11408,2602,8,7
143940,6,11408,2606,5,4
143941,6,11238,2602,6,5
143942,6,11238,2606,4,3
143943,6,11238,2654,6,5
143944,6,11416,2602,14,13
143945,6,11416,2603,14,13
143946,6,11416,2604,14,13
143947,6,11416,2605,14,13
143948,6,11416,2606,14,13
143949,6,11416,2626,14,13
143950,6,11416,2654,14,13
143951,6,11412,2602,14,13
143952,6,11412,2603,14,13
143953,6,11412,2604,14,13
143954,6,11412,2605,14,13
143955,6,11412,2606,14,13
143956,6,11412,2626,14,13
143957,6,4340,2816,8,7
143958,6,4338,2816,10,9
143959,6,4334,2818,9,8
143960,6,4346,2848,7,6
143961,6,3386,2816,7,6
143962,6,4348,2816,7,6
143963,6,4327,2816,5,4
143964,6,4333,2820,7,6
143965,6,4349,2821,9,8
143966,6,4349,2848,6,5
143967,6,4332,2816,6,5
143968,6,4332,2820,5,4
143969,3,10963,3167,11,10
143970,4,10963,3167,10,9
143971,3,10879,3167,11,10
143972,4,10879,3167,11,10
143973,3,10969,3167,11,10
143974,4,10969,3167,11,10
143975,3,10982,3167,9,8
143976,4,10982,3167,9,8
143977,3,10880,3167,10,9
143978,4,10880,3167,10,9
143979,3,10904,3167,11,10
143980,4,10904,3167,10,9
143981,3,11105,3167,10,9
143982,4,11105,3167,10,9
143983,3,10906,3167,9,8
143984,4,10906,3167,10,9
143985,3,10977,3167,11,10
143986,4,10977,3167,10,9
143987,3,10984,3167,11,10
143988,4,10984,3167,10,9
143989,3,10967,3167,10,9
143990,4,10967,3167,10,9
143991,3,10885,3167,11,10
143992,4,10885,3167,10,9
143993,3,10887,3167,11,10
143994,4,10887,3167,10,9
143995,3,11386,3167,9,8
143996,4,11386,3167,10,9
143997,3,11092,3167,10,9
143998,4,11092,3167,10,9
143999,3,11093,3167,11,10
144000,4,11093,3167,9,8
144001,3,11106,3167,9,8
144002,4,11106,3167,7,6
144003,3,10891,3167,10,9
144004,4,10891,3167,10,9
144005,3,11094,3167,7,6
144006,4,11094,3167,6,5
144007,3,10966,3167,11,10
144008,4,10966,3167,10,9
144010,3,11107,3364,8,7
144011,4,11107,3364,9,8
144012,3,10900,3364,9,8
144013,4,10900,3364,9,8
144014,3,10988,3364,7,6
144015,4,10988,3364,9,8
144016,3,10902,3364,9,8
144017,4,10902,3364,7,6
144018,3,10903,3364,9,8
144019,4,10903,3364,9,8
144020,3,10931,3364,10,9
144021,4,10931,3364,10,9
144022,3,11427,3364,8,7
144023,4,11427,3364,9,8
144024,3,10882,3364,11,10
144025,4,10882,3364,10,9
144026,3,11458,3364,9,8
144027,4,11458,3364,8,7
144028,3,10935,3364,10,9
144029,4,10935,3364,10,9
144030,3,11000,3364,9,8
144031,4,11000,3364,9,8
144032,3,11452,3364,9,8
144033,4,11452,3364,9,8
144034,3,10945,3364,11,10
144035,4,10945,3364,10,9
144036,3,11250,3364,9,8
144037,4,11250,3364,10,9
144038,3,10975,3364,7,6
144039,4,10975,3364,8,7
144040,3,11009,3364,10,9
144041,4,11009,3364,10,9
144042,3,11012,3364,9,8
144043,4,11012,3364,8,7
144044,3,11017,3364,9,8
144045,4,11017,3364,8,7
144046,3,11459,3364,8,7
144047,4,11459,3364,7,6
144048,3,10893,3364,9,8
144049,4,10893,3364,8,7
144052,3,10899,3180,10,9
144053,4,10899,3180,9,8
144054,3,10947,3180,10,9
144055,4,10947,3180,9,8
144056,3,11249,3180,9,8
144057,4,11249,3180,8,7
144058,3,11108,3180,9,8
144059,4,11108,3180,9,8
144060,3,10962,3180,10,9
144061,4,10962,3180,9,8
144062,3,10961,3180,10,9
144063,4,10961,3180,9,8
144064,3,10901,3180,11,10
144065,4,10901,3180,10,9
144066,3,10948,3180,9,8
144067,4,10948,3180,8,7
144068,3,10937,3180,11,10
144069,4,10937,3180,9,8
144070,3,10939,3180,9,8
144071,4,10939,3180,7,6
144072,3,10883,3180,10,9
144073,4,10883,3180,9,8
144074,3,10938,3180,9,8
144075,4,10938,3180,9,8
144076,3,10964,3180,10,9
144077,4,10964,3180,8,7
144078,3,11212,3180,10,9
144079,4,11212,3180,10,9
144080,3,11008,3180,10,9
144081,4,11008,3180,8,7
144082,3,10890,3180,7,6
144083,4,10890,3180,6,5
144084,3,11016,3180,9,8
144085,4,11016,3180,9,8
144086,3,11089,3180,11,10
144087,4,11089,3180,10,9
144088,3,10892,3180,10,9
144089,4,10892,3180,9,8
144090,3,11090,3180,8,7
144091,4,11090,3180,6,5
144092,3,10944,3180,10,9
144093,4,10944,3180,9,8
144100,3,10620,3259,10,9
144101,3,11095,3259,8,7
144102,4,10620,3259,9,8
144103,4,11095,3259,8,7
144104,3,11096,3259,10,9
144105,4,11096,3259,10,9
144106,3,11097,3259,10,9
144107,3,11098,3259,9,8
144108,4,11098,3259,9,8
144109,3,10997,3259,9,8
144110,4,10997,3259,9,8
144111,3,10999,3259,8,7
144112,4,10999,3259,7,6
144113,3,10686,3259,10,9
144114,4,10686,3259,10,9
144115,3,2898,3259,9,8
144116,3,10644,3259,9,8
144117,4,10644,3259,9,8
144118,3,10680,3259,11,10
144119,4,10680,3259,11,10
144120,3,10968,3259,9,8
144121,4,10968,3259,10,9
144122,3,11001,3259,8,7
144123,3,10573,3259,9,8
144124,4,10573,3259,10,9
144125,3,10591,3259,10,9
144126,4,10591,3259,10,9
144127,2,11099,3259,8,7
144128,4,11099,3259,9,8
144129,3,10971,3259,7,6
144131,4,10971,3259,8,7
144132,3,10973,3259,10,9
144133,4,10973,3259,10,9
144134,3,11102,3259,10,9
144135,4,11102,3259,10,9
144136,4,11102,3260,10,9
144137,3,10963,3330,10,9
144138,4,10963,3330,10,9
144139,3,10879,3330,10,9
144140,4,10879,3330,10,9
144141,3,10969,3330,10,9
144142,4,10969,3330,10,9
144143,3,10982,3330,7,6
144144,4,10982,3330,8,7
144145,3,10880,3330,8,7
144146,4,10880,3330,9,8
144147,3,10904,3330,10,9
144148,4,10904,3330,10,9
144149,3,11105,3330,10,9
144150,4,11105,3330,10,9
144151,3,10906,3330,10,9
144152,4,10906,3330,10,9
144153,3,10977,3330,10,9
144154,4,10977,3330,10,9
144155,3,10984,3330,10,9
144156,4,10984,3330,10,9
144157,3,10967,3330,9,8
144158,4,10967,3330,10,9
144159,3,10885,3330,9,8
144160,4,10885,3330,10,9
144161,3,10887,3330,11,10
144162,4,10887,3330,10,9
144163,3,11386,3330,9,8
144164,4,11386,3330,10,9
144165,3,11092,3330,9,8
144166,4,11092,3330,10,9
144167,3,11093,3330,10,9
144168,4,11093,3330,10,9
144169,3,11106,3330,7,6
144170,4,11106,3330,8,7
144171,3,10891,3330,11,10
144172,4,10891,3330,10,9
144173,3,10966,3330,11,10
144174,4,10966,3330,10,9
144175,3,10963,3169,10,9
144176,4,10963,3169,10,9
144177,3,10879,3169,10,9
144178,4,10879,3169,10,9
144179,3,10969,3169,11,10
144180,4,10969,3169,11,10
144181,3,10982,3169,8,7
144182,4,10982,3169,9,8
144183,3,10904,3169,10,9
144184,4,10904,3169,10,9
144185,3,11105,3169,11,10
144186,4,11105,3169,11,10
144187,3,10906,3169,11,10
144188,4,10906,3169,10,9
144189,3,10977,3169,11,10
144190,4,10977,3169,10,9
144191,3,10984,3169,11,10
144192,4,10984,3169,11,10
144193,3,10967,3169,10,9
144194,4,10967,3169,9,8
144195,3,10885,3169,10,9
144196,4,10885,3169,9,8
144197,3,10887,3169,11,10
144198,4,10887,3169,10,9
144199,3,11386,3169,10,9
144200,4,11386,3169,9,8
144201,3,11092,3169,10,9
144202,4,11092,3169,10,9
144203,3,11093,3169,10,9
144204,4,11093,3169,10,9
144205,3,11106,3169,9,8
144206,4,11106,3169,8,7
144207,3,10891,3169,11,10
144208,4,10891,3169,11,10
144209,3,10966,3169,11,10
144210,4,10966,3169,10,9
144211,3,10899,3263,10,9
144212,4,10899,3263,9,8
144213,3,10947,3263,10,9
144214,4,10947,3263,10,9
144215,3,11249,3263,8,7
144216,4,11249,3263,7,6
144217,3,11108,3263,10,9
144218,4,11108,3263,9,8
144219,3,10962,3263,11,10
144220,4,10962,3263,10,9
144221,3,10961,3263,10,9
144222,4,10961,3263,10,9
144223,3,10901,3263,10,9
144224,4,10901,3263,10,9
144225,3,10948,3263,10,9
144226,4,10948,3263,9,8
144227,3,10937,3263,11,10
144228,4,10937,3263,10,9
144229,3,10939,3263,9,8
144230,4,10939,3263,8,7
144231,3,10883,3263,10,9
144232,4,10883,3263,10,9
144233,3,10938,3263,11,10
144234,4,10938,3263,10,9
144235,3,10964,3263,9,8
144236,4,10964,3263,8,7
144237,3,11212,3263,11,10
144238,4,11212,3263,10,9
144239,3,11008,3263,10,9
144240,4,11008,3263,8,7
144241,3,11016,3263,10,9
144242,4,11016,3263,10,9
144243,3,11089,3263,10,9
144244,4,11089,3263,10,9
144245,3,10892,3263,10,9
144246,4,10892,3263,10,9
144247,3,11090,3263,7,6
144248,4,11090,3263,6,5
144249,3,10944,3263,10,9
144250,4,10944,3263,10,9
144251,3,11107,3368,9,8
144252,4,11107,3368,8,7
144253,3,10900,3368,10,9
144254,4,10900,3368,9,8
144255,3,10988,3368,8,7
144256,4,10988,3368,9,8
144257,3,10903,3368,7,6
144258,4,10903,3368,8,7
144259,3,10931,3368,10,9
144260,4,10931,3368,10,9
144261,3,11427,3368,8,7
144262,4,11427,3368,9,8
144263,3,10882,3368,11,10
144264,4,10882,3368,10,9
144265,3,11458,3368,9,8
144266,4,11458,3368,8,7
144267,3,10935,3368,10,9
144268,4,10935,3368,10,9
144269,3,11000,3368,9,8
144270,4,11000,3368,8,7
144271,3,11452,3368,8,7
144272,4,11452,3368,7,6
144273,3,11250,3365,8,7
144274,4,11250,3365,9,8
144275,3,10945,3368,11,10
144276,4,10945,3368,11,10
144277,3,11250,3368,7,6
144278,4,11250,3368,9,8
144279,3,10975,3368,9,8
144280,4,10975,3368,9,8
144281,3,11009,3368,10,9
144282,4,11009,3368,11,10
144283,3,11012,3368,10,9
144284,4,11012,3368,9,8
144285,3,11017,3368,7,6
144286,4,11017,3368,8,7
144287,3,11459,3368,8,7
144288,4,11459,3368,8,7
144289,3,10893,3368,8,7
144290,4,10893,3368,8,7
144291,3,10933,3211,9,8
144292,4,10933,3211,9,8
144293,3,10927,3211,9,8
144294,4,10927,3211,9,8
144295,3,10598,3211,10,9
144296,4,10598,3211,9,8
144297,3,10577,3211,9,8
144298,4,10577,3211,9,8
144299,3,10976,3211,8,7
144300,4,10976,3211,8,7
144301,3,10621,3211,9,8
144302,4,10621,3211,9,8
144303,3,10929,3211,8,7
144304,4,10929,3211,8,7
144305,3,10570,3211,9,8
144306,4,10570,3211,9,8
144307,3,11340,3211,8,7
144308,4,11340,3211,9,8
144309,3,10650,3211,10,9
144310,4,10650,3211,10,9
144311,3,10630,3211,5,4
144312,3,10940,3211,9,8
144313,4,10940,3211,9,8
144314,3,10897,3211,8,7
144315,4,10897,3211,8,7
144316,3,10576,3211,9,8
144317,4,10576,3211,9,8
144318,3,10942,3211,9,8
144319,4,10942,3211,10,9
144320,3,10898,3211,8,7
144321,3,10950,3211,7,6
144322,4,10950,3211,8,7
144323,3,10934,3211,10,9
144324,4,10934,3211,9,8
144325,3,10589,3211,10,9
144326,4,10589,3211,9,8
144327,3,11428,3211,10,9
144328,4,11428,3211,9,8
144329,3,10965,3211,9,8
144330,4,10965,3211,9,8
144331,3,10981,3211,9,8
144332,4,10981,3211,9,8
144333,3,11429,3211,9,8
144334,4,11429,3211,9,8
144335,3,10958,3211,9,8
144336,4,10958,3211,9,8
144337,3,11100,3211,9,8
144338,4,11100,3211,9,8
144339,3,11387,3211,10,9
144340,4,11387,3211,10,9
144341,3,10959,3211,8,7
144342,4,10959,3211,7,6
144343,3,10951,3211,6,5
144344,3,10933,3213,9,8
144345,4,10933,3213,9,8
144346,3,10927,3213,8,7
144347,4,10951,3211,7,6
144348,3,10960,3211,9,8
144349,4,10960,3211,9,8
144350,4,10927,3213,8,7
144351,3,10598,3213,8,7
144352,3,10621,3213,8,7
144353,3,10933,3212,9,8
144354,3,10929,3213,8,7
144355,3,10927,3212,9,8
144356,4,10933,3212,9,8
144357,4,10927,3212,9,8
144358,3,10570,3213,9,8
144359,3,10598,3212,9,8
144360,4,10598,3212,9,8
144361,3,10577,3212,8,7
144362,4,10577,3212,9,8
144363,3,10976,3212,8,7
144364,3,11340,3213,8,7
144365,3,10650,3213,9,8
144366,4,10976,3212,9,8
144367,4,11340,3213,8,7
144368,3,10621,3212,9,8
144369,4,10650,3213,10,9
144370,4,10621,3212,9,8
144371,3,10630,3213,4,3
144372,3,10570,3212,9,8
144373,4,10630,3213,5,4
144374,4,10570,3212,9,8
144375,3,10940,3213,9,8
144376,3,11340,3212,8,7
144377,3,10650,3212,10,9
144378,4,10650,3212,9,8
144379,3,10630,3212,6,5
144380,4,10940,3213,9,8
144381,4,11340,3212,8,7
144382,3,10897,3213,6,5
144383,4,10897,3213,7,6
144384,3,10576,3213,9,8
144385,4,10576,3213,9,8
144386,4,10630,3212,7,6
144387,3,10940,3212,9,8
144388,4,10940,3212,8,7
144389,3,10897,3212,8,7
144390,3,10942,3213,10,9
144391,4,10897,3212,8,7
144392,4,10942,3213,10,9
144393,3,10576,3212,9,8
144394,4,10576,3212,9,8
144395,3,10898,3213,7,6
144396,3,10942,3212,10,9
144397,4,10898,3213,7,6
144398,4,10942,3212,10,9
144399,3,10898,3212,8,7
144400,4,10898,3212,8,7
144401,3,10950,3212,8,7
144402,4,10950,3212,8,7
144403,3,10934,3212,10,9
144404,4,10934,3212,9,8
144405,3,10589,3213,10,9
144406,3,10589,3212,10,9
144407,4,10589,3213,10,9
144408,3,10981,3212,10,9
144409,4,10589,3212,9,8
144410,3,11428,3212,10,9
144411,4,11428,3212,9,8
144412,3,10965,3212,9,8
144413,4,10965,3212,9,8
144414,4,10981,3212,10,9
144415,3,11429,3213,9,8
144416,3,11429,3212,9,8
144417,4,11429,3212,9,8
144418,3,10958,3212,8,7
144419,4,10958,3212,8,7
144420,3,11100,3212,10,9
144421,3,11428,3213,9,8
144422,4,11428,3213,9,8
144423,4,11100,3212,9,8
144424,3,11387,3212,10,9
144425,4,11387,3212,10,9
144426,3,10959,3212,7,6
144427,4,10959,3212,7,6
144428,3,10951,3212,8,7
144429,4,10951,3212,8,7
144430,3,10965,3213,9,8
144431,3,10960,3213,8,7
144432,4,10960,3213,8,7
144433,3,10951,3213,8,7
144434,4,10951,3213,8,7
144435,3,10959,3213,7,6
144436,4,10959,3213,7,6
144437,3,11100,3213,8,7
144438,4,11100,3213,9,8
144439,3,10958,3213,9,8
144440,4,10958,3213,8,7
144441,4,11429,3213,9,8
144442,4,10965,3213,9,8
144443,4,10598,3213,8,7
144444,4,10570,3213,9,8
144445,4,10929,3213,7,6
144446,3,10894,3195,9,8
144447,4,10894,3195,8,7
144448,3,10609,3195,10,9
144449,4,10609,3195,9,8
144450,3,10895,3195,7,6
144451,4,10895,3195,6,5
144452,3,10970,3195,10,9
144453,4,10970,3195,10,9
144454,3,10604,3195,10,9
144455,4,10604,3195,9,8
144456,3,10608,3195,10,9
144457,4,10608,3195,10,9
144458,3,10605,3195,9,8
144459,4,10605,3195,7,6
144460,3,10995,3195,8,7
144461,4,10995,3195,8,7
144462,4,10621,3213,8,7
144463,3,10586,3195,11,10
144464,4,10586,3195,11,10
144465,3,10625,3195,9,8
144466,4,10625,3195,9,8
144467,3,10649,3195,8,7
144468,4,10649,3195,8,7
144469,3,10629,3195,10,9
144470,4,10629,3195,9,8
144471,3,10979,3195,8,7
144472,4,10979,3195,9,8
144473,3,10572,3195,10,9
144474,4,10572,3195,10,9
144475,4,10566,3195,9,8
144476,3,10566,3195,10,9
144477,3,10575,3195,8,7
144478,3,10989,3195,7,6
144479,4,10989,3195,8,7
144480,3,10603,3195,10,9
144481,4,10603,3195,9,8
144482,3,10597,3195,9,8
144483,4,10597,3195,8,7
144484,3,10646,3195,11,10
144485,4,10646,3195,10,9
144486,3,11003,3195,10,9
144487,4,11003,3195,9,8
144488,3,10516,3195,10,9
144489,4,10516,3195,10,9
144490,3,10685,3195,11,10
144491,4,10685,3195,10,9
144492,3,10991,3195,7,6
144493,3,10599,3195,10,9
144494,4,10599,3195,9,8
144495,3,10633,3195,10,9
144496,4,10633,3195,10,9
144497,3,10632,3195,8,7
144498,4,10632,3195,8,7
144499,3,11192,3195,10,9
144500,4,11192,3195,9,8
144501,3,10595,3195,10,9
144502,4,10595,3195,9,8
144503,3,10990,3195,10,9
144504,4,10990,3195,10,9
144505,3,10894,3196,8,7
144506,4,10894,3196,8,7
144507,3,10609,3196,10,9
144508,4,10609,3196,9,8
144509,3,10895,3196,8,7
144510,4,10895,3196,7,6
144511,3,10970,3196,10,9
144512,4,10970,3196,10,9
144513,3,10604,3196,9,8
144514,4,10604,3196,10,9
144515,3,10608,3196,10,9
144516,4,10608,3196,9,8
144517,3,10605,3196,8,7
144518,4,10605,3196,8,7
144519,3,10995,3196,8,7
144520,4,10995,3196,8,7
144521,3,10586,3196,11,10
144522,4,10586,3196,10,9
144523,3,10625,3196,8,7
144524,4,10625,3196,9,8
144525,3,10649,3196,8,7
144526,4,10649,3196,8,7
144527,3,10629,3196,10,9
144528,4,10629,3196,9,8
144529,3,10979,3196,8,7
144530,4,10979,3196,8,7
144531,3,10572,3196,10,9
144532,4,10575,3195,8,7
144533,4,10572,3196,10,9
144534,3,10566,3196,10,9
144535,4,10566,3196,9,8
144536,3,10989,3196,8,7
144537,4,10989,3196,8,7
144538,3,10597,3196,8,7
144539,3,10603,3196,8,7
144540,4,10597,3196,7,6
144541,3,10646,3196,10,9
144542,4,10646,3196,10,9
144543,3,11003,3196,10,9
144544,4,11003,3196,9,8
144545,3,10516,3196,10,9
144546,4,10516,3196,10,9
144547,3,10685,3196,10,9
144548,4,10685,3196,10,9
144549,3,10991,3196,7,6
144550,3,10633,3196,10,9
144551,3,10599,3196,10,9
144552,4,10599,3196,10,9
144553,4,10633,3196,10,9
144554,3,10632,3196,8,7
144555,4,10632,3196,7,6
144556,3,11192,3196,10,9
144557,3,10595,3196,10,9
144558,4,10595,3196,9,8
144559,4,11192,3196,9,8
144561,3,10990,3196,10,9
144562,4,10990,3196,10,9
144563,3,10894,3197,8,7
144564,4,10894,3197,8,7
144565,3,10609,3197,10,9
144566,4,10609,3197,9,8
144567,3,10895,3197,9,8
144568,4,10895,3197,7,6
144569,3,10970,3197,10,9
144570,4,10970,3197,10,9
144571,3,10604,3197,10,9
144572,4,10604,3197,9,8
144573,3,10608,3197,10,9
144574,4,10608,3197,9,8
144575,3,10605,3197,10,9
144576,4,10605,3197,8,7
144577,3,10995,3197,9,8
144578,4,10995,3197,9,8
144579,3,10586,3197,11,10
144580,4,10586,3197,10,9
144581,3,10620,3258,10,9
144582,3,11095,3258,7,6
144583,3,11096,3258,10,9
144584,3,10625,3197,10,9
144585,4,10625,3197,9,8
144586,3,10649,3197,10,9
144587,4,10649,3197,9,8
144588,3,10629,3197,10,9
144589,4,10629,3197,9,8
144590,3,10979,3197,7,6
144591,4,10979,3197,7,6
144592,3,10572,3197,10,9
144593,4,10572,3197,10,9
144594,3,10566,3197,9,8
144595,4,10566,3197,9,8
